customer_lifetime_value,income,monthly_premium_auto,months_since_last_claim,months_since_policy_inception,number_of_open_complaints,number_of_policies,total_claim_amount,state,response,coverage,education,employment_status,gender,location_code,marital_status,policy_type,policy,renew_offer_type,sales_channel,vehicle_class,vehicle_size,Month,Day
3467.323976,0,96,2,53,0,1,799.251165,California,No,Extended,High School or Below,Unemployed,F,Suburban,Single,Personal Auto,L3,3,Agent,Two-Door Car,Small,January,Tuesday
8901.468512,76558,74,2,45,0,2,216.980413,Nevada,No,Basic,Bachelor,Employed,M,Urban,Married,Special Auto,L1,4,Agent,Four-Door Car,Medsize,January,Thursday
2619.337376,78618,66,7,56,0,1,225.578841,California,Yes,Basic,Bachelor,Employed,M,Urban,Divorced,Personal Auto,L3,1,Agent,Two-Door Car,Medsize,February,Saturday
8838.085637,82664,114,24,10,3,9,133.425609,Oregon,Yes,Basic,Bachelor,Employed,M,Rural,Married,Corporate Auto,L3,2,Agent,SUV,Medsize,January,Friday
4633.452912,50250,117,3,93,0,1,561.6,Nevada,No,Basic,Bachelor,Employed,M,Suburban,Married,Personal Auto,L3,3,Agent,SUV,Medsize,January,Wednesday
7796.000083,32169,199,0,74,0,1,785.82348,Oregon,No,Basic,High School or Below,Employed,M,Urban,Married,Personal Auto,L3,4,Call Center,Luxury Car/SUV,Medsize,February,Thursday
7985.472561,99069,66,7,28,0,2,77.442722,Arizona,No,Basic,College,Employed,F,Rural,Married,Corporate Auto,L2,4,Branch,Four-Door Car,Medsize,January,Thursday
2722.210707,17576,71,29,70,0,1,398.502948,Arizona,Yes,Basic,College,Medical Leave,F,Suburban,Married,Personal Auto,L1,2,Call Center,Four-Door Car,Medsize,February,Wednesday
2783.583044,42297,71,29,62,0,1,200.38673,Nevada,No,Basic,Bachelor,Employed,M,Urban,Married,Personal Auto,L3,4,Agent,Four-Door Car,Medsize,January,Saturday
8649.997286,0,115,0,3,0,3,824.597262,Arizona,No,Premium,Bachelor,Unemployed,F,Suburban,Married,Special Auto,L1,1,Branch,Four-Door Car,Small,January,Friday
4652.91278,0,63,21,23,0,7,151.231247,California,No,Basic,College,Unemployed,F,Rural,Married,Personal Auto,L3,1,Agent,Four-Door Car,Medsize,January,Wednesday
8395.806331,0,110,22,72,0,9,161.092415,Nevada,No,Premium,Master or above,Unemployed,F,Rural,Married,Personal Auto,L1,1,Agent,Four-Door Car,Medsize,January,Tuesday
8804.53711,48990,74,3,20,0,2,355.2,Arizona,No,Basic,College,Employed,F,Suburban,Married,Personal Auto,L3,2,Web,Four-Door Car,Medsize,January,Friday
7155.337765,16916,64,31,31,0,2,377.512951,Oregon,No,Basic,College,Disabled,M,Suburban,Married,Personal Auto,L2,3,Agent,Four-Door Car,Medsize,February,Monday
3954.344534,18375,103,8,50,0,1,535.080276,Oregon,Yes,Basic,Bachelor,Disabled,M,Suburban,Married,Personal Auto,L1,1,Branch,Sports Car,Large,February,Friday
15032.9003,17150,65,28,19,0,2,689.800891,Oregon,No,Basic,College,Medical Leave,M,Suburban,Married,Personal Auto,L2,1,Agent,Two-Door Car,Medsize,January,Monday
8257.666512,23815,73,4,47,0,2,424.330166,Washington,Yes,Basic,Bachelor,Disabled,F,Suburban,Married,Personal Auto,L1,2,Call Center,Four-Door Car,Medsize,January,Wednesday
9256.918609,21947,118,30,76,0,9,566.4,Arizona,No,Basic,College,Disabled,F,Suburban,Married,Personal Auto,L3,1,Call Center,SUV,Large,January,Wednesday
6507.751779,0,97,4,11,0,4,863.219668,Arizona,No,Extended,Bachelor,Unemployed,M,Suburban,Single,Personal Auto,L1,1,Agent,Four-Door Car,Medsize,January,Thursday
2530.705137,89451,63,11,2,0,1,61.769564,Nevada,Yes,Basic,Bachelor,Employed,F,Rural,Single,Personal Auto,L3,2,Web,Four-Door Car,Medsize,January,Friday
5482.549359,79325,68,4,31,0,4,251.294821,Washington,No,Basic,Bachelor,Employed,F,Urban,Married,Corporate Auto,L2,2,Agent,Four-Door Car,Medsize,February,Thursday
4050.506193,88454,101,8,89,0,1,308.749796,Oregon,No,Basic,College,Employed,M,Urban,Divorced,Personal Auto,L3,1,Web,SUV,Medsize,February,Saturday
6326.679236,0,87,2,41,0,3,417.6,California,No,Extended,High School or Below,Unemployed,F,Suburban,Divorced,Personal Auto,L2,3,Call Center,Four-Door Car,Medsize,January,Monday
2627.76229,20943,69,0,86,0,1,240.00056,California,No,Basic,College,Medical Leave,F,Urban,Married,Personal Auto,L3,3,Branch,Four-Door Car,Medsize,February,Friday
7814.604545,51972,66,19,22,0,2,316.8,California,No,Basic,Bachelor,Employed,M,Suburban,Married,Personal Auto,L2,2,Web,Four-Door Car,Medsize,February,Monday
6314.579645,54408,79,29,17,0,4,288.329793,Oregon,No,Extended,College,Employed,F,Urban,Married,Personal Auto,L1,2,Branch,Four-Door Car,Medsize,January,Sunday
6386.278164,23751,82,4,9,1,7,586.921708,Nevada,No,Extended,Bachelor,Employed,F,Suburban,Single,Personal Auto,L2,1,Web,Two-Door Car,Medsize,January,Thursday
2537.969253,37612,64,0,32,0,1,307.2,California,No,Basic,Bachelor,Employed,F,Suburban,Divorced,Personal Auto,L2,3,Call Center,Four-Door Car,Small,February,Friday
5335.375586,91603,69,4,92,2,3,472.67262,Oregon,No,Basic,Bachelor,Employed,F,Suburban,Single,Personal Auto,L2,1,Agent,Four-Door Car,Small,February,Monday
4549.079221,0,62,12,53,0,3,639.758314,Arizona,No,Basic,High School or Below,Unemployed,F,Suburban,Married,Personal Auto,L3,2,Call Center,Two-Door Car,Medsize,January,Monday
4836.21886,16450,128,6,81,0,1,871.484565,Oregon,No,Extended,High School or Below,Disabled,M,Suburban,Married,Corporate Auto,L3,1,Branch,SUV,Medsize,January,Saturday
6478.801192,50864,83,18,86,1,4,158.362972,Oregon,No,Extended,Bachelor,Employed,M,Rural,Married,Corporate Auto,L1,1,Agent,Four-Door Car,Medsize,February,Thursday
35440.14262,74560,110,31,20,0,2,528.0,Arizona,No,Basic,College,Employed,F,Suburban,Divorced,Personal Auto,L3,1,Branch,SUV,Medsize,February,Wednesday
9264.565015,55837,117,16,35,0,9,741.867506,California,No,Premium,Bachelor,Employed,F,Suburban,Single,Personal Auto,L1,2,Agent,Two-Door Car,Medsize,February,Monday
2433.024631,0,66,12,71,0,1,475.2,Oregon,No,Basic,College,Unemployed,F,Suburban,Single,Personal Auto,L3,1,Agent,Two-Door Car,Medsize,February,Monday
2452.360892,0,69,13,75,0,1,496.8,Oregon,No,Basic,Bachelor,Unemployed,F,Suburban,Single,Personal Auto,L3,1,Agent,Four-Door Car,Medsize,January,Monday
8646.504109,64125,108,3,44,0,3,369.818708,Nevada,Yes,Basic,High School or Below,Employed,F,Urban,Married,Personal Auto,L3,2,Branch,SUV,Large,January,Sunday
4340.086445,0,62,22,39,0,6,446.4,Arizona,No,Basic,College,Unemployed,M,Suburban,Single,Personal Auto,L2,3,Branch,Four-Door Car,Medsize,January,Thursday
4930.949334,70412,61,27,12,0,3,136.291083,Washington,No,Basic,Master or above,Employed,M,Rural,Married,Corporate Auto,L3,3,Web,Two-Door Car,Medsize,January,Thursday
5292.632491,0,70,13,8,0,3,336.0,Washington,No,Basic,Bachelor,Unemployed,F,Suburban,Married,Personal Auto,L2,1,Branch,Two-Door Car,Medsize,January,Thursday
5619.967791,0,82,14,23,0,6,863.935307,Nevada,No,Extended,College,Unemployed,F,Suburban,Single,Corporate Auto,L2,3,Agent,Four-Door Car,Medsize,January,Friday
10340.45566,40882,89,6,17,0,2,393.637436,Oregon,No,Extended,High School or Below,Employed,M,Urban,Divorced,Corporate Auto,L3,2,Branch,Two-Door Car,Large,January,Wednesday
6369.262355,34498,83,30,72,0,7,398.4,Oregon,Yes,Extended,High School or Below,Employed,M,Suburban,Single,Personal Auto,L2,2,Branch,Two-Door Car,Small,January,Thursday
2767.5949,0,74,0,52,0,1,355.2,Oregon,No,Basic,High School or Below,Unemployed,F,Suburban,Married,Personal Auto,L3,1,Call Center,Four-Door Car,Small,January,Sunday
4831.421687,23228,64,4,0,1,6,307.2,California,No,Basic,High School or Below,Medical Leave,F,Suburban,Married,Corporate Auto,L3,1,Agent,Four-Door Car,Medsize,February,Sunday
4282.947971,40864,109,16,70,1,1,166.937747,Oregon,Yes,Basic,College,Employed,F,Rural,Married,Personal Auto,L2,1,Agent,SUV,Medsize,February,Saturday
5718.276608,46133,73,7,78,0,5,19.626306,Oregon,No,Basic,Master or above,Employed,M,Rural,Divorced,Personal Auto,L2,1,Branch,Four-Door Car,Large,January,Tuesday
2580.849899,46900,66,13,59,0,1,316.8,Arizona,Yes,Basic,College,Employed,M,Suburban,Married,Personal Auto,L2,2,Web,Four-Door Car,Medsize,February,Wednesday
6481.382268,0,92,1,17,0,6,441.6,Washington,No,Extended,High School or Below,Unemployed,F,Suburban,Single,Personal Auto,L2,3,Agent,Four-Door Car,Medsize,February,Friday
5133.414764,53390,64,13,41,0,5,278.999409,Washington,No,Basic,Master or above,Employed,M,Urban,Married,Personal Auto,L2,3,Branch,Four-Door Car,Medsize,February,Thursday
9369.639891,99185,115,8,19,0,3,449.428182,California,No,Basic,College,Employed,F,Urban,Married,Corporate Auto,L3,2,Call Center,SUV,Medsize,January,Tuesday
3196.578455,62815,80,14,84,0,1,47.061469,Oregon,No,Extended,Bachelor,Employed,F,Rural,Married,Special Auto,L1,2,Call Center,Two-Door Car,Large,January,Monday
4720.608872,26277,61,17,30,0,4,292.8,Oregon,No,Basic,College,Employed,F,Suburban,Single,Personal Auto,L2,3,Branch,Four-Door Car,Medsize,February,Monday
8861.900439,41854,110,17,44,0,8,481.269644,Washington,No,Premium,Master or above,Employed,F,Urban,Married,Personal Auto,L3,1,Agent,Four-Door Car,Medsize,January,Sunday
6032.737631,0,86,4,56,0,8,412.8,Arizona,No,Extended,College,Unemployed,M,Suburban,Married,Personal Auto,L3,2,Web,Two-Door Car,Medsize,February,Friday
4157.698118,0,110,4,61,0,1,528.0,Arizona,No,Basic,High School or Below,Unemployed,F,Suburban,Married,Personal Auto,L2,1,Web,SUV,Medsize,February,Thursday
6189.122455,0,90,4,18,0,5,648.0,California,No,Extended,Bachelor,Unemployed,M,Suburban,Single,Personal Auto,L1,1,Call Center,Two-Door Car,Large,January,Saturday
5643.724704,33317,72,18,31,1,3,345.6,California,No,Basic,College,Employed,M,Suburban,Married,Personal Auto,L2,1,Agent,Two-Door Car,Medsize,February,Thursday
2121.313061,0,67,6,60,1,1,321.6,Oregon,No,Basic,College,Unemployed,M,Suburban,Single,Personal Auto,L2,4,Branch,Four-Door Car,Large,February,Saturday
8281.740124,19189,108,21,9,0,3,518.4,California,No,Basic,High School or Below,Medical Leave,F,Suburban,Married,Personal Auto,L2,2,Web,SUV,Large,January,Wednesday
7835.929299,49390,195,31,15,0,1,738.05105,California,No,Basic,Master or above,Employed,F,Urban,Married,Personal Auto,L1,4,Call Center,Luxury Car/SUV,Medsize,January,Thursday
2795.410029,40516,70,21,31,0,1,137.168874,California,No,Basic,College,Employed,F,Rural,Married,Personal Auto,L3,2,Web,Two-Door Car,Small,January,Monday
8007.399376,0,112,12,93,0,3,537.6,Washington,Yes,Basic,High School or Below,Unemployed,F,Suburban,Divorced,Personal Auto,L3,1,Web,Sports Car,Medsize,January,Sunday
6886.324494,34615,87,6,73,0,7,417.6,Oregon,No,Extended,College,Employed,M,Suburban,Married,Personal Auto,L2,1,Agent,Four-Door Car,Medsize,January,Thursday
5106.781547,29894,72,9,69,4,3,16.510134,California,No,Basic,College,Disabled,F,Rural,Married,Personal Auto,L3,3,Agent,Four-Door Car,Large,February,Monday
8712.157741,68516,216,17,0,0,1,95.693949,Nevada,No,Extended,Master or above,Employed,F,Rural,Married,Corporate Auto,L2,2,Branch,Luxury Car/SUV,Medsize,January,Friday
9198.685111,31562,115,14,6,0,3,552.0,California,No,Basic,Master or above,Employed,M,Suburban,Married,Personal Auto,L2,1,Call Center,SUV,Medsize,January,Monday
6289.946999,24477,79,15,32,0,3,379.2,Arizona,No,Extended,Bachelor,Employed,F,Suburban,Married,Personal Auto,L3,4,Call Center,Four-Door Car,Small,January,Wednesday
3649.708655,0,100,31,80,0,1,480.0,Oregon,No,Basic,Master or above,Unemployed,M,Suburban,Single,Personal Auto,L3,1,Agent,SUV,Medsize,January,Monday
6766.558551,20046,87,15,59,0,3,417.6,California,No,Extended,College,Employed,M,Suburban,Married,Personal Auto,L2,3,Web,Two-Door Car,Medsize,February,Thursday
4631.011293,78152,114,18,35,0,1,547.2,Arizona,No,Basic,Bachelor,Employed,M,Suburban,Married,Corporate Auto,L3,4,Branch,SUV,Medsize,January,Wednesday
6810.52531,0,65,7,47,0,2,733.522405,Arizona,No,Basic,Bachelor,Unemployed,M,Suburban,Married,Personal Auto,L3,4,Branch,Four-Door Car,Large,January,Friday
9378.634228,36067,117,30,78,0,3,561.6,Oregon,No,Basic,College,Employed,F,Suburban,Married,Personal Auto,L3,2,Branch,Sports Car,Large,January,Friday
15762.53198,44362,66,15,75,0,2,142.113373,Oregon,No,Basic,Bachelor,Employed,F,Rural,Married,Corporate Auto,L3,2,Call Center,Four-Door Car,Small,February,Tuesday
2635.505781,77350,66,11,4,0,1,316.8,Nevada,No,Basic,Master or above,Employed,M,Suburban,Divorced,Personal Auto,L1,4,Branch,Four-Door Car,Medsize,January,Thursday
5741.72743,86641,71,17,79,0,6,161.752532,Oregon,No,Basic,College,Employed,F,Rural,Married,Personal Auto,L3,4,Branch,Two-Door Car,Small,January,Saturday
8414.942855,72258,105,8,50,0,4,12.497538,Oregon,No,Basic,College,Employed,M,Rural,Married,Personal Auto,L2,1,Branch,SUV,Medsize,January,Thursday
9123.911266,70737,114,25,12,0,4,741.655597,Oregon,No,Basic,Bachelor,Employed,M,Suburban,Married,Corporate Auto,L3,4,Web,SUV,Medsize,January,Monday
15994.008,0,159,19,75,0,2,1410.16929,California,No,Premium,Bachelor,Unemployed,M,Suburban,Single,Personal Auto,L3,1,Web,SUV,Medsize,February,Wednesday
4759.664624,0,81,10,80,3,3,388.8,California,No,Extended,College,Unemployed,M,Suburban,Single,Personal Auto,L3,1,Agent,Four-Door Car,Medsize,January,Monday
3993.882994,17672,110,28,16,0,1,792.0,Arizona,No,Basic,Bachelor,Disabled,M,Suburban,Divorced,Personal Auto,L1,3,Branch,SUV,Medsize,January,Sunday
18853.73945,0,173,24,21,0,2,1245.6,Washington,No,Premium,High School or Below,Unemployed,F,Suburban,Single,Corporate Auto,L2,2,Branch,SUV,Medsize,January,Friday
8840.193762,47297,115,10,46,4,4,796.130111,Oregon,No,Basic,High School or Below,Employed,F,Suburban,Married,Personal Auto,L3,2,Web,SUV,Medsize,January,Saturday
6696.903521,57240,83,18,79,0,7,83.652384,California,No,Extended,Master or above,Employed,F,Rural,Married,Corporate Auto,L3,2,Call Center,Four-Door Car,Medsize,January,Sunday
5205.748188,31275,66,26,0,0,3,316.8,Arizona,No,Basic,Bachelor,Employed,F,Suburban,Divorced,Personal Auto,L3,2,Agent,Two-Door Car,Medsize,January,Wednesday
6141.961623,0,182,24,45,0,1,1310.4,California,No,Basic,College,Unemployed,M,Suburban,Single,Special Auto,L2,3,Branch,Luxury Car/SUV,Small,February,Thursday
4376.363592,63774,111,18,63,0,1,60.036683,California,Yes,Premium,Bachelor,Employed,F,Rural,Divorced,Corporate Auto,L2,2,Agent,Four-Door Car,Medsize,February,Monday
12375.02163,78441,103,6,73,0,2,613.866905,Oregon,No,Basic,High School or Below,Employed,M,Suburban,Married,Personal Auto,L3,2,Branch,SUV,Medsize,January,Wednesday
3451.10244,0,104,19,65,2,1,499.2,Oregon,No,Basic,College,Unemployed,F,Suburban,Divorced,Personal Auto,L1,1,Branch,SUV,Small,January,Monday
8107.26533,0,76,0,91,0,2,364.8,Nevada,No,Extended,College,Unemployed,M,Suburban,Married,Corporate Auto,L1,3,Branch,Two-Door Car,Small,January,Sunday
8662.048958,0,117,0,65,0,4,511.422666,Washington,No,Basic,College,Unemployed,F,Urban,Married,Personal Auto,L3,3,Call Center,SUV,Medsize,February,Saturday
8696.907111,91423,109,3,71,1,5,435.796252,Oregon,No,Basic,High School or Below,Employed,M,Urban,Married,Personal Auto,L2,1,Web,SUV,Medsize,February,Tuesday
2535.266473,86933,63,3,64,0,1,269.563038,Oregon,No,Basic,Bachelor,Employed,M,Urban,Married,Corporate Auto,L3,3,Agent,Two-Door Car,Large,February,Saturday
5633.741543,65255,72,3,65,2,3,321.457124,California,No,Basic,Master or above,Employed,M,Urban,Divorced,Personal Auto,L3,1,Agent,Four-Door Car,Small,February,Wednesday
5176.730072,41533,65,2,46,0,9,232.879766,Oregon,No,Basic,High School or Below,Employed,M,Urban,Married,Corporate Auto,L2,3,Agent,Four-Door Car,Medsize,February,Monday
5531.723723,50097,71,25,81,0,5,17.484679,California,No,Basic,College,Employed,M,Rural,Divorced,Personal Auto,L1,3,Web,Four-Door Car,Medsize,January,Sunday
2810.671023,73858,72,8,59,3,1,422.59237,California,No,Basic,Bachelor,Employed,F,Suburban,Married,Personal Auto,L3,4,Agent,Four-Door Car,Medsize,February,Monday
2780.729047,94943,69,3,22,0,1,387.545055,Oregon,No,Basic,College,Employed,F,Suburban,Married,Personal Auto,L2,2,Web,Four-Door Car,Medsize,February,Tuesday
7664.219255,60184,199,7,44,1,1,161.61574,California,No,Basic,College,Employed,M,Rural,Divorced,Personal Auto,L3,2,Web,Luxury Car/SUV,Medsize,January,Sunday
3839.746159,0,106,29,38,0,1,763.2,California,No,Basic,High School or Below,Unemployed,F,Suburban,Single,Corporate Auto,L3,4,Call Center,SUV,Small,February,Sunday
2509.268453,74045,64,23,83,0,1,307.2,California,No,Basic,High School or Below,Employed,M,Suburban,Single,Personal Auto,L3,3,Web,Four-Door Car,Medsize,January,Saturday
16045.10952,0,65,10,10,0,2,163.046956,Washington,No,Basic,College,Unemployed,F,Rural,Single,Personal Auto,L3,2,Agent,Two-Door Car,Medsize,February,Sunday
5623.757656,77912,71,2,21,1,3,23.89816,Arizona,No,Basic,High School or Below,Employed,F,Rural,Single,Corporate Auto,L3,3,Branch,Four-Door Car,Medsize,January,Monday
5677.465907,45345,72,28,86,0,3,99.039453,Oregon,No,Basic,College,Employed,M,Rural,Married,Personal Auto,L3,1,Web,Four-Door Car,Large,February,Friday
3016.444225,25630,86,8,63,0,1,412.8,Oregon,No,Extended,College,Medical Leave,M,Suburban,Single,Corporate Auto,L3,4,Agent,Two-Door Car,Medsize,January,Friday
5279.124682,22280,68,10,48,0,3,169.414572,California,No,Basic,College,Employed,M,Rural,Married,Personal Auto,L3,3,Web,Four-Door Car,Large,February,Saturday
4803.935174,0,69,31,25,0,7,496.8,Nevada,No,Basic,High School or Below,Unemployed,M,Suburban,Single,Corporate Auto,L2,1,Call Center,Four-Door Car,Small,February,Thursday
7832.569008,34644,66,7,36,0,2,316.8,Arizona,No,Basic,High School or Below,Employed,M,Suburban,Married,Personal Auto,L3,4,Agent,Four-Door Car,Medsize,January,Sunday
2369.369299,49746,61,5,88,0,1,624.42874,Arizona,No,Basic,Bachelor,Employed,M,Suburban,Single,Personal Auto,L2,2,Call Center,Two-Door Car,Small,January,Wednesday
20604.01627,0,72,8,61,1,2,723.010515,California,No,Basic,High School or Below,Unemployed,M,Suburban,Single,Special Auto,L3,3,Branch,Two-Door Car,Medsize,February,Monday
2652.067994,49625,66,29,9,0,1,261.549577,Arizona,No,Basic,College,Employed,F,Urban,Married,Corporate Auto,L1,3,Agent,Two-Door Car,Medsize,January,Saturday
7712.436971,63624,95,10,5,0,5,175.243467,California,No,Extended,Master or above,Employed,F,Rural,Married,Personal Auto,L3,1,Call Center,Four-Door Car,Medsize,January,Friday
4698.88415,80358,116,19,2,0,1,443.637243,Oregon,No,Basic,Master or above,Employed,F,Urban,Married,Personal Auto,L3,4,Agent,SUV,Large,January,Tuesday
3403.919366,38460,88,15,1,1,1,91.55098,Washington,No,Extended,College,Employed,M,Rural,Divorced,Personal Auto,L3,1,Agent,Four-Door Car,Medsize,February,Thursday
4355.702301,0,64,22,22,0,4,460.8,California,No,Basic,High School or Below,Unemployed,M,Suburban,Single,Personal Auto,L2,4,Branch,Two-Door Car,Medsize,January,Sunday
11095.97445,0,101,10,48,0,2,727.2,California,No,Basic,Bachelor,Unemployed,F,Suburban,Single,Personal Auto,L3,1,Agent,SUV,Medsize,January,Monday
3300.684961,0,92,3,9,0,1,711.323244,Oregon,No,Extended,High School or Below,Unemployed,F,Suburban,Single,Personal Auto,L1,1,Web,Four-Door Car,Small,February,Tuesday
6981.081694,34835,89,1,45,2,9,294.691896,California,No,Extended,College,Employed,M,Urban,Married,Personal Auto,L3,1,Agent,Two-Door Car,Medsize,January,Thursday
16922.12519,93836,139,1,19,0,2,497.353106,Oregon,No,Extended,Bachelor,Employed,F,Urban,Married,Corporate Auto,L1,3,Web,Sports Car,Medsize,January,Wednesday
7639.670244,34075,196,8,87,0,1,451.896687,Oregon,No,Basic,Master or above,Employed,M,Rural,Single,Special Auto,L2,3,Agent,Luxury Car/SUV,Small,January,Sunday
19237.77089,35624,66,6,55,2,2,227.44626,Oregon,No,Basic,Bachelor,Employed,M,Urban,Single,Personal Auto,L1,1,Call Center,Four-Door Car,Medsize,January,Sunday
2915.649943,83218,72,6,42,0,1,245.103885,Oregon,No,Basic,Master or above,Employed,F,Urban,Married,Personal Auto,L3,4,Agent,Four-Door Car,Medsize,January,Sunday
4196.429642,24641,105,12,82,0,1,504.0,Arizona,No,Basic,Bachelor,Employed,F,Suburban,Married,Personal Auto,L2,2,Agent,SUV,Medsize,February,Monday
16473.16905,22828,106,11,54,0,2,508.8,Oregon,Yes,Basic,Bachelor,Retired,M,Suburban,Married,Corporate Auto,L3,1,Agent,SUV,Medsize,February,Thursday
2657.570431,0,71,22,25,0,1,340.8,Oregon,No,Basic,College,Unemployed,M,Suburban,Married,Personal Auto,L1,3,Call Center,Four-Door Car,Medsize,January,Thursday
3267.709691,28729,90,26,19,3,1,338.744392,California,No,Extended,Master or above,Employed,M,Urban,Single,Personal Auto,L3,3,Agent,Four-Door Car,Medsize,January,Thursday
2584.532849,72731,65,10,7,0,1,125.704164,Arizona,No,Basic,Bachelor,Employed,M,Rural,Married,Personal Auto,L3,2,Agent,Four-Door Car,Medsize,January,Friday
5503.919257,59932,71,16,77,1,3,116.600107,California,No,Basic,College,Employed,F,Rural,Single,Personal Auto,L3,1,Branch,Four-Door Car,Medsize,February,Sunday
8021.067105,54292,67,4,26,0,2,321.6,Washington,No,Basic,College,Employed,F,Suburban,Married,Personal Auto,L1,1,Agent,Four-Door Car,Small,February,Wednesday
19606.35999,0,194,0,22,0,2,931.2,California,No,Basic,Bachelor,Unemployed,M,Suburban,Single,Personal Auto,L2,1,Agent,Luxury Car/SUV,Medsize,February,Monday
1904.000852,0,63,22,7,3,1,302.4,California,No,Basic,Bachelor,Unemployed,F,Suburban,Single,Personal Auto,L1,1,Agent,Four-Door Car,Medsize,January,Friday
7288.297591,59414,91,23,21,0,3,340.32278,Nevada,No,Extended,College,Employed,F,Urban,Married,Personal Auto,L3,1,Call Center,Two-Door Car,Medsize,January,Monday
11702.34819,0,111,15,12,0,2,532.8,California,No,Basic,Bachelor,Unemployed,M,Suburban,Divorced,Personal Auto,L1,3,Call Center,SUV,Medsize,January,Tuesday
36897.79765,0,133,0,59,0,2,638.4,Oregon,No,Extended,College,Unemployed,F,Suburban,Single,Personal Auto,L3,1,Agent,SUV,Medsize,February,Saturday
4111.888285,65085,103,20,55,0,1,480.073548,California,No,Premium,College,Employed,F,Urban,Married,Personal Auto,L2,2,Call Center,Four-Door Car,Medsize,January,Friday
2500.241685,0,67,4,44,0,1,664.128009,Arizona,No,Basic,High School or Below,Unemployed,M,Suburban,Married,Personal Auto,L3,2,Call Center,Four-Door Car,Small,January,Thursday
4260.709139,0,62,1,73,0,3,446.4,Nevada,No,Basic,College,Unemployed,M,Suburban,Single,Personal Auto,L3,1,Agent,Four-Door Car,Small,February,Monday
2609.533154,60798,66,21,57,0,1,316.8,California,No,Basic,Bachelor,Employed,M,Suburban,Married,Personal Auto,L3,2,Call Center,Four-Door Car,Medsize,February,Sunday
10796.44832,30761,69,16,16,2,2,331.2,Arizona,No,Basic,High School or Below,Employed,F,Suburban,Divorced,Special Auto,L3,1,Branch,Two-Door Car,Small,January,Sunday
29199.81072,67739,149,4,76,0,2,270.373444,California,No,Premium,Bachelor,Employed,M,Rural,Divorced,Personal Auto,L3,1,Agent,SUV,Medsize,February,Saturday
4194.659772,25581,105,9,21,0,1,429.695284,Arizona,No,Basic,Master or above,Employed,F,Urban,Married,Personal Auto,L3,2,Branch,SUV,Medsize,January,Saturday
10314.52484,99759,65,12,25,3,2,74.463101,California,No,Basic,High School or Below,Employed,F,Rural,Married,Personal Auto,L2,2,Agent,Two-Door Car,Medsize,January,Tuesday
9028.307862,76514,112,19,0,0,3,573.941286,Washington,No,Basic,High School or Below,Employed,M,Suburban,Married,Personal Auto,L3,4,Agent,SUV,Medsize,January,Tuesday
3954.344534,18375,103,8,50,0,1,535.080276,Arizona,Yes,Basic,Bachelor,Disabled,M,Suburban,Married,Personal Auto,L2,1,Branch,Sports Car,Large,February,Friday
6089.517361,21832,84,29,39,0,3,403.2,California,No,Extended,Bachelor,Medical Leave,M,Suburban,Single,Personal Auto,L2,1,Web,Four-Door Car,Small,January,Thursday
12827.42831,0,117,25,43,0,2,842.4,Arizona,No,Premium,College,Unemployed,F,Suburban,Single,Personal Auto,L3,1,Agent,Two-Door Car,Medsize,February,Saturday
9135.291575,95330,113,1,1,0,3,542.4,California,No,Basic,College,Employed,F,Suburban,Married,Corporate Auto,L2,4,Branch,Sports Car,Medsize,January,Thursday
7902.681227,0,106,21,25,0,9,634.396608,California,No,Basic,College,Unemployed,F,Suburban,Married,Personal Auto,L2,1,Agent,SUV,Small,January,Wednesday
14827.91055,0,68,31,69,2,2,326.4,California,No,Basic,College,Unemployed,F,Suburban,Married,Personal Auto,L3,2,Call Center,Two-Door Car,Medsize,February,Tuesday
2500.834374,25899,63,20,36,0,1,302.4,Oregon,No,Basic,Bachelor,Employed,M,Suburban,Married,Personal Auto,L1,3,Agent,Four-Door Car,Medsize,February,Monday
5395.346288,0,74,13,30,0,4,355.2,Arizona,No,Basic,Bachelor,Unemployed,F,Suburban,Married,Personal Auto,L2,3,Web,Four-Door Car,Medsize,February,Thursday
2651.615963,33201,66,9,56,0,1,314.044227,Oregon,No,Basic,Bachelor,Employed,F,Urban,Married,Personal Auto,L3,4,Branch,Two-Door Car,Medsize,January,Friday
2119.894333,18287,61,6,56,4,1,292.8,California,No,Basic,College,Disabled,M,Suburban,Married,Personal Auto,L2,1,Agent,Two-Door Car,Medsize,January,Thursday
5994.226432,41859,76,18,58,0,5,166.1306,California,No,Extended,High School or Below,Employed,M,Rural,Married,Personal Auto,L3,1,Agent,Two-Door Car,Large,February,Saturday
22647.21772,27504,91,26,45,0,2,436.8,Oregon,No,Extended,College,Retired,M,Suburban,Divorced,Personal Auto,L2,2,Branch,Four-Door Car,Small,January,Tuesday
2833.797966,45360,73,16,71,0,1,350.4,Arizona,No,Basic,High School or Below,Employed,M,Suburban,Divorced,Corporate Auto,L1,2,Branch,Four-Door Car,Medsize,February,Monday
22332.43946,49078,97,10,3,0,2,484.013411,California,Yes,Extended,College,Employed,M,Suburban,Single,Corporate Auto,L2,2,Branch,Four-Door Car,Medsize,January,Tuesday
5846.41534,0,90,16,66,2,6,648.0,California,No,Extended,High School or Below,Unemployed,M,Suburban,Single,Personal Auto,L1,2,Agent,Four-Door Car,Medsize,February,Saturday
2867.211836,91810,71,27,43,0,1,165.520952,Arizona,No,Basic,College,Employed,F,Rural,Married,Corporate Auto,L2,3,Web,Four-Door Car,Medsize,February,Tuesday
